laptop_id,product_name,price,link,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Tần số quét,Chất liệu tấm nền,Công nghệ âm thanh,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Kích thước,Trọng lượng,Wi-Fi,Bluetooth,Khe đọc thẻ nhớ,Chất liệu,Chất liệu vỏ trên,Chất liệu vỏ dưới,Chất liệu vỏ màn hình,Loại màn hình,Hãng sản xuất,Nguồn,Chip AI
laptop-hp-15-fd0235tu-9q970pa,Hp 15 Fd0235tu 9q970pa,15.490.000đ,https://cellphones.com.vn/laptop-hp-15-fd0235tu-9q970pa.html,Intel Iris Xe,16GB,DDR4-3200 MHz,2 x 8 GB,512GB SSD M.2 PCIe Thế hệ 4 NVMeTM,15.6 inches,Độ phủ màu 62.5% sRGBĐộ sáng 250 nit,"Pin Li-ion polymer 3 cell, công suất 41 WhBộ chuyển đổi nguồn điện AC thông minh 45 WHỗ trợ sạc pin nhanh: khoảng 50% trong 45 phút",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"Intel Core i5-1334U (tối đa 4.6 GHz với Công nghệ Intel Turbo Boost, bộ nhớ đệm L3 12 MB,10 lõi,12 luồng)","1x USB Type-C 5 Gbps (chỉ hỗ trợ truyền dữ liệu, không hỗ trợ sạc hay màn hình ngoài)2x USB Type-A 5 Gbps1x chấu thông minh AC1x HDMI 1.4b1x cổng kết hợp tai nghe/micrô",,,Loa kép,"Viền màn hình siêu mỏng, Wi-Fi 6",,Phím tắt tiếng micrôCửa trập bảo vệ sự riêng tư trên cameraHỗ trợ Trusted Platform Module (Phần mềm điều khiển TPM),Camera HD HP True Vision 720p với khả năng giảm nhiễu tạm thời và tích hợp dàn micrô kỹ thuật số kép,35.98 x 23.6 x 1.86 cm,1.59 kg,dây Realtek Wi-Fi 6 (2x2),Bluetooth 5.3,,Vỏ nhựa,,,,,,,
laptop-asus-gaming-v16-v3607vh-rp025w,Asus Gaming V16 V3607vh Rp025w,27.490.000đ,https://cellphones.com.vn/laptop-asus-gaming-v16-v3607vh-rp025w.html,NVIDIA GeForce RTX 5050 8GB GDDR7Intel Graphics,16GB,DDR5 SO-DIMM,Có thể nâng cấp; Cần tháo vỏ dưới/trên,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,"63WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core 7 240H 2.5 GHz (24MB Cache, up to 5.2 GHz, 10 lõi, 16 luồng)",1x USB 3.2 Gen 1 Type-C hỗ trợ hiển thị/cung cấp điện (tốc độ dữ liệu lên đến 5Gbps)2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)1x HDMI 2.1 FRL1x Giắc cắm âm thanh kết hợp 3.5mm1x DC-in,144 Hz,,SonicMasterLoa tích hợpMicrô tích hợp,Wi-Fi 6,Bàn phím Chiclet có đèn nền với phím số,Mật khẩu người dùng thiết lập BIOSTrusted Platform Module (Firmware TPM),Camera FHD 1080p; Có màn trập camera,35.70 x 25.07 x 1.80 ~ 2.20 cm (Dài x Rộng x Dày),1.95 kg,Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-lenovo-v14-g4-iru-83a000fnvn,Lenovo V14 G4 Iru 83a000fnvn,13.490.000đ,https://cellphones.com.vn/laptop-lenovo-v14-g4-iru-83a000fnvn.html,Intel UHD Graphics,16GB,DDR4-3200,Tối đa 16GB (8GB Onboard + 8GB SO-DIMM),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Lên đến hai ổ đĩa, nâng cấp tối đa 1TB)",14 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,"38Wh, 65W USB-C (3-pin)",Free OS,1920 x 1080 pixels (FullHD),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","1x USB 2.01x USB 3.2 Gen 11x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)1x HDMI 1.4b1x giắc cắm kết hợp tai nghe/micrô (3.5 mm)1x Ethernet (RJ-45)1x đầu nối nguồn",,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3287Loa stereo, 1.5W x2Dolby Audio",Wi-Fi 6,"Không có đèn nền, tiếng Anh",Firmware TPM 2.0 Enabled,HD 720p với Màn trập camera,324.2 x 215.2 x 19.9 mm (Dài x Rộng x Dày),1.43 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,Không,Vỏ nhựa,Nhựa,Nhựa,,,,,
laptop-lg-gram-2024-14z90s-g-ah55a5,Lg Gram 2024 14z90s G Ah55a5,20.990.000đ,https://cellphones.com.vn/laptop-lg-gram-2024-14z90s-g-ah55a5.html,Intel Arc Graphics,16GB,LPDDR5X 6400MHz Onboard,2 khe (8GB + 8GB),"512GB M.2(2280) Dual SSD slots, Gen 4.0 - trống 1 khe",14 inches,Tỉ lệ 16:10Độ phủ màu DCI-P3 99%Màn hình chống chóiĐộ sáng 350 nit,"72 Wh Li-IonPhát lại video: 29,5 giờJEITA 3.0 (Phát lại video) : 14 giờJEITA 3.0 (Không hoạt động) : 31 giờ",Windows 11 Home,1920 x 1200 pixels (WUXGA),Intel Core Ultra 5 - 125H,"HDMI (4K@60Hz)2x USB 3.2 GEN1x1: 5G1x USB4 Gen 3x2 Type C (USB PD & Intel Thunderbolt 4)1x USB3.2 Gen 2x1 Type C (USB PD)4Pole Headset, US type10/100 with RJ45 adapter (Option)",60Hz,Tấm nền IPS,Stereo Speaker 1.5W x 2Âm thanh HD với Dolby Atmos,"Wi-Fi 6, Nhận diện khuôn mặt",,"Bảo mật SSD, RPMCKhóa Kensington thông thườngfTPM/HW TPM(Tùy chọn)Vpro được bảo lưu, Dấu vân tay(Tùy chọn)",Webcam FHD IR có Mic kép (Nhận diện khuôn mặt),"312 x 214,3 x 15,7 ~ 16,9 mm",1.120 g,Wi-Fi 6E (802.11ax) - AX211,Bluetooth 5.3,,,,,,,,,
laptop-dell-vostro-3530-2h1tpi7,Dell Vostro 3530 2h1tpi7,17.490.000đ,https://cellphones.com.vn/laptop-dell-vostro-3530-2h1tpi7.html,Intel Iris Xe Graphics,16GB,DDR4 2666 MHz,"2 khe (2x 8GB, tối đa 16GB)",512GB SSD (1 Slot SSD Tối đa 1TB),15.6 inches,Góc nhìn rộng (WVA)Độ phủ màu NTSC 45%Màn hình chống chói,"41Wh , 3Cell","Máy nguyên bản Free OS, được tặng Windows 11 Pro",1920 x 1080 pixels (FullHD),"Intel Core i7-1355U thế hệ thứ 13 / 10 nhân 12 luồng / 1.20 GHz to 5.0GHz, 12MB",1x Đầu nối nguồn1x HDMI 1.41x USB 3.2 Gen 11x Khe cắm thẻ SD1x USB 2.01x Cổng tai nghe 3.5mm1x Cổng Lan1x Type C,120 Hz,,Realtek ALC3204/Realtek ALC3254,,,,HD - 1280 x 720 (HD) ở tốc độ 30 khung hình/giây - Công nghệ cảm biến CMOS,1.69 x 35.8 x 23.5 mm,1.66 kg,"Realtek Wi-Fi 5 RTL8821CE, 802.11ac",Bluetooth 5.0,Có,,Carbon,Carbon,Carbon,,,,
laptop-dell-vostro-3530-2h1tpi3,Dell Vostro 3530 2h1tpi3,10.490.000đ,https://cellphones.com.vn/laptop-dell-vostro-3530-2h1tpi3.html,Intel UHD Graphics,8GB,DDR4,"2 khe (1 x 8GB, tối đa 16GB)",512GB (1 Slot SSD Tối đa 1TB),15.6 inches,Độ phủ màu NTSC 45%Màn hình chống chói,"41Wh , 3Cell","Máy nguyên bản Free OS, được tặng Windows 11 Pro",1920 x 1080 pixels (FullHD),Intel Core i3-1305U,"1x Đầu nối nguồn1x HDMI 1.41x USB 3.2 Gen 11x Khe cắm thẻ SD1x USB 2.01x Cổng tai nghe 3,5mm1x Cổng Lan1x Type C",120 Hz,Tấm nền WVA,Realtek ALC3204/Realtek ALC3254,,,,"HD - 0,92 megapixel - 1280 x 720 (HD) ở tốc độ 30 khung hình/giây - Công nghệ cảm biến CMOS",16.96 x 358.50 x 235.56 mm ( Dài x Rộng x Dày),1.66 kg,"Realtek Wi-Fi 5 RTL8821CE, 802.11ac",Bluetooth 5.0,,,Nhựa,Nhựa,Nhựa,,,,
laptop-lenovo-ideapad-slim-5-14irh10r-83j0006cvn,Lenovo Ideapad Slim 5 14irh10r 83j0006cvn,22.490.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14irh10r-83j0006cvn.html,Intel Graphics,32GB,SO-DIMM DDR5-5600,"2 khe (2x 16GB, tối đa 32GB)",1TB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,Độ sáng 400nitsĐộ phủ màu 100% DCI-P3DisplayHDR True Black 500,"60Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB","1x USB-A (5Gbps / USB 3.2 Gen 1)1x USB-A (5Gbps / USB 3.2 Gen 1), Luôn bật2x USB-C (5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.41x HDMI 1.4b1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)1x Đầu đọc thẻ nhớ microSD",,Tấm nền Oled,"Âm thanh độ nét cao (HD)Loa stereo, 2W x2Dolby Audio","Nhận diện khuôn mặt, Màn hình Oled, Wi-Fi 7",Backlit,Firmware TPM 2.0 Enabled,"FHD 1080p + IR với Màn trập camera, Cảm biến ToF",313.4 x 222 x 16.9 mm (Dài x Rộng x Dày),1.39 kg,"Wi-Fi 7, 802.11be 2x2",Bluetooth 5.4,Có,,Nhôm,Nhôm,,,,,
apple-macbook-air-15-m4-10cpu-10gpu-16gb-512gb-2025-sac-70w,Macbook Air 15 M4 10cpu 10gpu 16gb 512gb 2025 Sac 70w,34.690.000đ,https://cellphones.com.vn/apple-macbook-air-15-m4-10cpu-10gpu-16gb-512gb-2025-sac-70w.html,GPU 10 lõiNeural Engine 16 lõiCông nghệ dò tia tốc độ cao bằng phần cứngBăng thông bộ nhớ 120GB/s,16GB,,,512GB,15.3 inches,Màn hình Liquid RetinaCó đèn nền LEDMật độ 224 pixel mỗi inchĐộ sáng 500 nitHỗ trợ một tỷ màuDải màu rộng (P3)Công nghệ True Tone,Thời gian xem video trực tuyến lên đến 18 giờThời gian duyệt web trên mạng không dây lên đến 15 giờPin Li-Po 66.5 watt‑giờ tích hợp,macOS,2880 x 1864 pixels,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Cổng sạc MagSafe 3Jack cắm tai nghe 3.5 mmHai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),,Tấm nền IPS,"Hệ thống âm thanh sáu loa với loa trầm khử lựcHỗ trợ Âm Thanh Không Gian khi phát nhạc hoặc video với Dolby Atmos trên loa tích hợpÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods, AirPods Pro, AirPods Max","Wi-Fi 6, Bảo mật vân tay","Bàn phím Magic Keyboard có đèn nềnBàn di chuột Force Touch để điều khiển con trỏ chính xác và cảm ứng lực; hỗ trợ Bấm Mạnh, bộ tăng tốc, vẽ cảm ứng lực và các thao tác Multi‑Touch",Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Cao: 1.15 cm x Rộng: 34.04 cm x Dài: 23.76 cm,1.51 kg,Wi-Fi 6E (802.11ax),Bluetooth 5.3,Không,Vỏ kim loại,Nhôm,Nhôm,,,,,
laptop-acer-aspire-lite-14-al14-71m-52gq,Acer Aspire Lite 14 Al14 71m 52gq,13.790.000đ,https://cellphones.com.vn/laptop-acer-aspire-lite-14-al14-71m-52gq.html,Intel Iris Xe Graphics,16GB,DDR5 4800MHz,"2x 8GB (1 RAM Onboard + 1 khe RAM rời, Nâng cấp tối đa 40GB)","512GB SSD PCIe NVMe (1 x M.2 PCIe NVMe, Nâng cấp tối đa 2TB SSD)",14 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSCAcer ComfyView,3 cell 58WHrs,Windows 11 Home Single Language,1920 x 1200 pixels (WUXGA),"Intel Core i5-12500H (Up to 4.50GHz, 12 lõi, 16 luồng, 18MB Intel Smart Cache)","1x USB Type-C3x USB-A1x HDMI 1.4 hỗ trợ HDCP1x Đầu đọc thẻ MicroSD1x giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp",60 Hz,Tấm nền IPS,,,"Không đèn bàn phím, không bàn phím số, hotkey Copilot Key","BIOS user, supervisor, HDD passwords",Camera FHD Camera MISC 2M FHD Camera_CTE,314.4 x 221.9 x 19.5/19.5 mm,1.55 kg,802.11a/b/g/n/ac+ax wireless LAN,Có,Có,Vỏ nhựa - nắp lưng kim loại,,,,,,,
laptop-lenovo-legion-5-15ahp10-83m0002xvn,Lenovo Legion 5 15ahp10 83m0002xvn,37.490.000đ,https://cellphones.com.vn/laptop-lenovo-legion-5-15ahp10-83m0002xvn.html,"NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2662MHz, TGP 115W, 440 AI TOPS",24GB,SO-DIMM DDR5-5600,"2 khe (1 x 24GB, nâng cấp tối đa 32GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD, mỗi ổ tối đa 1TB)",15.1 inches,Độ sáng 500nitsĐộ phủ màu 100% DCI-P3Dolby VisionDisplayHDR True Black 600,"80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",2560 x 1600 (WQXGA),"AMD Ryzen 7 260 (8 lõi / 16 luồng, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)","2x USB-A (5Gbps)1x USB-A (5Gbps), Luôn bật1x USB-C, với USB PD 65-100W và DisplayPort 2.11x USB-C, với DP 1.41x HDMI 2.1, lên đến 8K/60Hz1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)1x Ethernet (RJ-45)1x Đầu nối nguồn",165 Hz,Tấm nền Oled,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3287Loa stereo, 2W x2HARMANNahimic Audio","Màn hình Oled, Wi-Fi 7","24-Zone RGB Backlit, English",Firmware TPM 2.0 Enabled,5.0MP với E-shutter,344.9 x 255.35 x 19.95-21.54 mm (Dài x Rộng x Dày),1.9 kg,"Wi-Fi 7, 802.11be 2x2",Bluetooth 5.4,,Vỏ kim loại,Nhôm,PC-ABS + 15% Talc,Nhôm,,,,"Integrated AMD Ryzen AI, up to 16 TOPS"
laptop-msi-modern-14-f13mg-240vncp,Msi Modern 14 F13mg 240vncp,12.990.000đ,https://cellphones.com.vn/laptop-msi-modern-14-f13mg-240vncp.html,Intel Graphics,16GB,DDR4-3200,"2 khe (2 x 8GB, nâng cấp tối đa 64GB)",512GB SSD NVMe PCIe Gen4,14 inches,Độ sáng 250 nitsĐộ phủ màu 45% NTSCMàn hình chống chói,3 Cell Int (46.8Wh),Windows 11 Home Single Language 64-bit,1920 x 1080 pixels (FullHD),"Intel Core i5-1335U (Up to 4.6GHz, 10 lõi, 12 luồng)",3 x USB 3.2 Gen1 Type-A1 x Type-C (USB 3.2 Gen2 / DisplayPort / Power Delivery 3.0)1 x HDMI (4K @ 30Hz)1 x Đầu đọc thẻ Micro SD1 x Jack cắm kết hợp Mic/Tai nghe,60 Hz,Tấm nền IPS,Realtek High Definition Audio,"Wi-Fi 6, Bảo mật vân tay","Bàn phím kích thước đầy đủ, 6 hàng, phím Fn đa phương tiện, bàn phím có đèn nền","Dấu vân tay, Mật khẩu quản trị viên, Mật khẩu người dùng, TPM, Khởi động an toàn",WebCam HD (màn trập riêng tư) với micro mảng,32.39 x 21.72 x 1.99 cm (Dài x Rộng x Dày),1.5 kg,Wi-Fi 802.11 ax,Bluetooth 5.3,Có,Vỏ nhựa,Kim loại,Nhựa,Kim loại,,,,
laptop-hp-15-fd0306tu-a2nl7pa,Hp 15 Fd0306tu A2nl7pa,9.990.000đ,https://cellphones.com.vn/laptop-hp-15-fd0306tu-a2nl7pa.html,Intel UHD Graphics,8GB,DDR4 3200Mhz,"2 khe (2 x 4GB, tối đa 16GB)",256GB SSD M.2 NVMe PCIe,15.6 inches,Màn hình chống chóiĐộ sáng 250 nitsĐộ phủ màu 45% NTSC,"3-cell, 41 Wh Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i3-1315U (6 lõi / 8 luồng, 1.2 GHz, Up to 4.5 GHz, 10Mb Cache)",1 x HDMI2 x USB Type-A1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)1 x Headphone/microphone combo,60 Hz,Tấm nền IPS,,Wi-Fi 6,Không,,Camera HP True Vision 720p HD có chức năng giảm nhiễu tạm thời và micrô kỹ thuật số mảng kép tích hợp,35.98 x 23.6 x 1.86 cm (Dài x Rộng x Dày),1.59 kg,Wi-Fi 6 (802.11ax),Bluetooth 5.3,,,,,,,,,
laptop-lenovo-ideapad-slim-5-14irh10-83hr0000vn,Lenovo Ideapad Slim 5 14irh10 83hr0000vn,19.990.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14irh10-83hr0000vn.html,Intel UHD Graphics,16GB,SO-DIMM DDR5-5600,"2 khe (2x 8GB, nâng cấp tối đa 32GB)","1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",14 inches,Độ sáng 400nitsĐộ phủ màu 100% DCI-P3DisplayHDR True Black 500,"60Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","1x USB-A (5Gbps / 3.2 Gen 1)1x USB-A (5Gbps / 3.2 Gen 1), Luôn bật2x USB-C (5Gbps / 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.41x HDMI 1.4b1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)1x đầu đọc thẻ nhớ microSD",,Tấm nền Oled,"Âm thanh độ nét cao (HD)Loa stereo, 2W x2Dolby Audio","Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled",,Firmware TPM 2.0 Enabled,"FHD 1080p + IR với Màn trập riêng tư, Cảm biến ToF",313.4 x 222 x 16.9 mm (Dài x Rộng x Dày),1.39 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,Có,Vỏ kim loại,Nhôm,Nhôm,Anodizing Phun cát,,,,
macbook-air-m3-13-inch-2024-16gb-256gb,Macbook Air M3 13 Inch 2024 16gb 256gb,24.190.000đ,https://cellphones.com.vn/macbook-air-m3-13-inch-2024-16gb-256gb.html,GPU 8 Lõi,16GB,,,256GB SSD,13.6 inches,True Tone,,MacOS,,CPU Apple M3 8 LõiNeural Engine 16 lõi,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4,,,Dolby Atmos,Wi-Fi 6,,,Camera FaceTime HD 1080p,,,Wi-Fi 6E,,,,,,,,,,
laptop-lenovo-thinkbook-16-g8-irl-21sh0094va,Lenovo Thinkbook 16 G8 Irl 21sh0094va,19.990.000đ,https://cellphones.com.vn/laptop-lenovo-thinkbook-16-g8-irl-21sh0094va.html,Intel Graphics,16GB,SO-DIMM DDR5-5600,"2 khe (1 x 16GB, nâng cấp tối đa 64GB)","1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, mỗi ổ có dung lượng tối đa 2TB)",16 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,"45Wh, 65W USB-C (3-pin)",Free OS,1920 x 1200 pixels (WUXGA),"Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB","2x USB-A (5Gbps)1x USB-C (10Gbps ), với USB PD 3.0 và DP 1.41x USB-C (Thunderbolt 4 / USB4 40Gbps), với USB PD 3.0 và DP 2.11x HDMI 2.1, lên đến 4K/60Hz1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)1x RJ-451x Đầu đọc thẻ SD",60 Hz,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3287Loa stereo, 2W x2Dolby Audio","Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt","Backlit, English",Firmware TPM 2.0 Enabled,FHD 1080p + IR Hybrid với màn trập camera,356 x 253.5 x 17.5 mm (Dài x Rộng x Dày),1.7 kg,"Wi-Fi 6E, 802.11ax 2x2",Bluetooth 5.3,Có,Vỏ nhựa - nắp lưng kim loại,Nhôm,Nhựa,"Anodizing Phun cát (Trên), Texture (Dưới)",,,,
laptop-dell-15-dc15255-dc5r5802w1,Dell 15 Dc15255 Dc5r5802w1,15.990.000đ,https://cellphones.com.vn/laptop-dell-15-dc15255-dc5r5802w1.html,AMD Radeon Graphics,16GB,DDR4 3200MHz,,512GB M.2 PCIe NVMe nâng cấp lên đến 1TB 1 khe SSD M2 đã sữ dụng,15.6 inches,Độ phủ màu 45% NTSCĐộ sáng 250 nitsMàn hình chống chói,"3-Cell Battery, 41WHr",Windows 11 Home Single Language English + Microsoft Office Home & Student 2024 + Microsoft 365 Basic (1 năm),1920 x 1080 pixels (FullHD),Ryzen 5 7530U  Tốc độ CPU (Base): 2.0 GHz Tốc độ CPU tối đa (turbo boost): 4.5 GHz Bộ nhớ đệm: 12 MB,1x USB 3.2 Gen1 Type-C (data only)1x USB 3.2 Gen1 Type-A1x USB 2.01x HDMI 1.41x jack tai nghe 3.5mm1x khe thẻ nhớ SD 3.0,120 Hz,Tấm nền IPS,Realtek ALC3204,,Không,Mật khẩu,HD camera,358.50 x 235.56 x 18.99 mm (Dài x Rộng x Dày),1.63 kg,Wi-Fi 5,Bluetooth 5.0,Có,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-hp-250-g9-ag2k7at,Hp 250 G9 Ag2k7at,13.990.000đ,https://cellphones.com.vn/laptop-hp-250-g9-ag2k7at.html,Intel UHD Graphics,16GB,DDR4 3200Mhz,2 khe (1x 16GB),512GB SSD PCIe (M.2 2280),15.6 inches,Màn hình chống chói,3 Cell Int (41.04Wh),Windows 11 Home Single Language 64-bit,1920 x 1080 pixels (FullHD),Intel CoreTM i5-1235U (10 lõi) - Max Turbo Frequency: 4.40 GHz,2 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C1 x HDMI1 x RJ45 (LAN)1 x Headphone/Microphone combo audio jack,,Tấm nền IPS,Realtek High Definition Audio,Viền màn hình siêu mỏng,,"Administrator Password, Power-On Password, TPM",Camera HP TrueVision HD có micrô mảng,35.8 x 24.2 x 1.99 cm,1.696 kg,802.11 ax,Bluetooth 5.2,,,,,,,,,
macbook-pro-14-inch-m4-pro-12-cpu-16-gpu-24gb-512gb-sac-96w,Macbook Pro 14 Inch M4 Pro 12 Cpu 16 Gpu 24gb 512gb Sac 96w,48.390.000đ,https://cellphones.com.vn/macbook-pro-14-inch-m4-pro-12-cpu-16-gpu-24gb-512gb-sac-96w.html,16 lõiNeural Engine 16 lõi,24GB,,,512GB,14.2 inches,"Màn hình Liquid Retina XDRXDR (Extreme Dynamic Range)Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)1 tỷ màuDải màu rộng (P3)Công nghệ True ToneHỗ trợ tối đa hai màn hình ngoài",Pin Li-Po 72.4 watt-giờThời gian xem video trực tuyến lên đến 22 giờThời gian duyệt web trên mạng không dây lên đến 14 giờ,macOS,3024 x 1964 pixels,Apple M4 Pro 12 lõi với 8 lõi hiệu năng và 4 lõi tiết kiệm điện,"Khe thẻ nhớ SDXCCổng HDMIJack cắm tai nghe 3.5 mmCổng MagSafe 3Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",120Hz,,Hệ thống âm thanh sáu loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods (thế hệ thứ 3  trở lên),Bảo mật vân tay,Bàn phím Magic Keyboard có đèn nền,Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Dài: 22.12 cm x Cao: 1.55 cm x Rộng: 31.26 cm,1.60 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,Có,,,,,,,,
laptop-asus-vivobook-s16-s5606ca-ri171ws,Asus Vivobook S16 S5606ca Ri171ws,27.190.000đ,https://cellphones.com.vn/laptop-asus-vivobook-s16-s5606ca-ri171ws.html,Intel Arc Graphics,16GB,LPDDR5X Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,Độ sáng 400nitsĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3Ánh xạ gam màuHDR True Black 6001.07 tỷ màuÍt hơn 70% ánh sáng xanh có hạiTÜV Rheinland,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng); Intel AI Boost NPU up to 13TOPS",2x USB 3.2 Gen 1 Type-A (5Gbps)2x Thunderbolt 4 hỗ trợ hiển thị/cung cấp điện (40Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5mmĐầu đọc thẻ Micro SD,120Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô tích hợpMicrô mảng tích hợpharman/kardon (Chính thống),"Nhận diện khuôn mặt, Màn hình Oled, Wi-Fi 7",Bàn phím Chiclet có đèn nền RGB 1 vùng với phím số,Webcam IR có hỗ trợ Windows HelloMcAfeeMật khẩu người dùng thiết lập BIOSTrusted Platform Module (Firmware TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello; Có màn trập camera,35.36 x 24.69 x 1.39 ~ 1.59 cm (Dài x Rộng x Dày),1.50 kg,Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,Intel AI Boost NPU up to 13TOPS
